DATATIME,WINDSPEED,PREPOWER,WINDDIRECTION,TEMPERATURE,HUMIDITY,PRESSURE,"ROUND(A.WS,1)","ROUND(A.POWER,0)",YD15
22/4/2022 05:15:00,5.9,20861,74,9.8,15,855,3.1,40641,
22/4/2022 05:30:00,5.7,19648,72,9.5,15,855,3.4,40723,
22/4/2022 05:45:00,5.5,18435,70,9.2,16,856,3.4,41123,
22/4/2022 06:00:00,5.3,17222,67,8.9,16,856,3.5,41634,
22/4/2022 06:15:00,5.1,16001,67,8.6,16,856,3,42923,
22/4/2022 06:30:00,4.8,14772,69,8.4,17,856,1.9,43343,
22/4/2022 06:45:00,4.4,13543,73,8.1,17,856,1.5,43703,
22/4/2022 07:00:00,4.1,12314,76,7.9,18,856,1.3,43063,
22/4/2022 07:15:00,3.9,11314,81,8,18,856,1.5,41441,
22/4/2022 07:30:00,4,10545,89,8.3,17,856,1.4,39106,
22/4/2022 07:45:00,4,9775,93,8.6,17,856,1.3,38684,
22/4/2022 08:00:00,4.2,9006,100,8.9,16,856,1.3,38474,
22/4/2022 08:15:00,4.2,8781,102,9.3,16,856,1.2,39605,
22/4/2022 08:30:00,4.3,9102,101,10,15,856,1.3,40488,
22/4/2022 08:45:00,4.4,9422,99,10.7,14,857,1.3,41452,
22/4/2022 09:00:00,4.4,9743,98,11.4,13,857,1.3,41448,
22/4/2022 09:15:00,4.3,9494,98,12,13,857,1.3,42796,
22/4/2022 09:30:00,4.1,8676,98,12.6,12,857,1.3,43318,
22/4/2022 09:45:00,4,7859,99,13.1,12,857,1.3,44023,
22/4/2022 10:00:00,3.8,7041,99,13.7,11,857,1.4,45352,
22/4/2022 10:15:00,3.7,6254,101,14.2,11,857,1.4,44837,
22/4/2022 10:30:00,3.4,5499,104,14.7,11,857,2.6,45629,
22/4/2022 10:45:00,3.2,4743,108,15.2,10,857,3.6,47488,
22/4/2022 11:00:00,2.9,3988,112,15.7,10,857,4.1,48571,
22/4/2022 11:15:00,2.5,3605,117,16.1,10,857,4.1,48626,
22/4/2022 11:30:00,1.9,3596,118,16.5,10,857,4,48556,
22/4/2022 11:45:00,1.4,3586,126,17,9,857,4.2,48230,
22/4/2022 12:00:00,0.8,3577,135,17.4,9,857,4.4,46553,
22/4/2022 12:15:00,0.5,4566,180,17.8,9,857,5.8,42016,
22/4/2022 12:30:00,0.6,6553,225,18.2,9,857,5.1,33370,
22/4/2022 12:45:00,1,8540,253,18.6,8,856,3.3,28913,
22/4/2022 13:00:00,1.5,10527,262,19,8,856,2.3,27817,
22/4/2022 13:15:00,2.1,12818,270,19.4,8,856,2.2,26997,
22/4/2022 13:30:00,2.6,15413,270,19.9,8,856,1.7,27288,
22/4/2022 13:45:00,3.1,18008,272,20.4,7,855,2.3,26741,
22/4/2022 14:00:00,3.6,20603,273,20.9,7,855,2.4,26565,
22/4/2022 14:15:00,4,23528,276,21.3,7,855,2.2,26682,
22/4/2022 14:30:00,4.3,26784,277,21.6,7,855,2.2,26626,
22/4/2022 14:45:00,4.6,30041,277,21.9,7,854,2.2,26222,
22/4/2022 15:00:00,4.9,33297,278,22.2,7,854,2.3,25712,
22/4/2022 15:15:00,5.2,35757,278,22.4,7,854,2.7,25505,
22/4/2022 15:30:00,5.4,37422,279,22.6,7,854,3.3,25483,
22/4/2022 15:45:00,5.5,39087,278,22.7,7,853,3.3,25909,
22/4/2022 16:00:00,5.6,40752,279,22.9,7,853,3.3,25584,
22/4/2022 16:15:00,5.7,42369,279,23,7,853,,,
22/4/2022 16:30:00,5.8,43940,279,23.1,7,853,4,25495,
22/4/2022 16:45:00,5.9,45510,279,23.2,7,853,2.8,25693,
22/4/2022 17:00:00,6,47081,279,23.3,7,853,2.8,24342,
22/4/2022 17:15:00,6,47689,279,23.3,7,853,1.6,22854,
22/4/2022 17:30:00,6,47334,278,23.3,7,853,1.4,25997,
22/4/2022 17:45:00,5.9,46979,277,23.3,7,852,1.1,26291,
22/4/2022 18:00:00,5.9,46624,276,23.3,7,852,1,24770,
22/4/2022 18:15:00,5.9,46166,276,23.2,7,852,1.4,26432,
22/4/2022 18:30:00,5.9,45603,276,23.1,7,852,1.3,28070,
22/4/2022 18:45:00,6,45040,277,23,7,852,1.1,28461,
22/4/2022 19:00:00,6,44477,277,22.9,7,852,1,29413,
22/4/2022 19:15:00,6.1,43437,278,22.7,7,852,1,30295,
22/4/2022 19:30:00,6,41922,281,22.4,7,852,1,31222,
22/4/2022 19:45:00,6,40406,284,22.1,7,852,1,31138,
22/4/2022 20:00:00,5.9,38891,287,21.8,7,852,1,32103,
22/4/2022 20:15:00,5.9,37898,290,21.4,7,852,1,32673,
22/4/2022 20:30:00,5.8,37429,296,20.9,8,852,1,32844,
22/4/2022 20:45:00,5.7,36960,301,20.4,8,853,1,33697,
22/4/2022 21:00:00,5.7,36491,306,19.9,9,853,1,34375,
22/4/2022 21:15:00,5.7,37000,313,19.4,9,853,1,34561,
22/4/2022 21:30:00,6,38489,319,19,10,853,1,35144,
22/4/2022 21:45:00,6.3,39977,326,18.7,10,853,1,35520,
22/4/2022 22:00:00,6.6,41466,331,18.3,11,853,1,35668,
22/4/2022 22:15:00,7.1,44679,337,18,11,853,1,35664,
22/4/2022 22:30:00,7.7,49616,341,17.7,11,853,1,35536,
22/4/2022 22:45:00,8.3,54553,345,17.4,12,854,1,35499,
22/4/2022 23:00:00,9,59490,348,17.1,12,854,1,35384,
22/4/2022 23:15:00,9.5,63451,350,16.8,12,854,1,35258,
22/4/2022 23:30:00,9.8,66436,351,16.5,12,854,1,35449,
22/4/2022 23:45:00,10.2,69421,352,16.2,12,854,1,35588,
23/4/2022 00:00:00,9.5,62707,352,16.7,11,853,1,35565,
23/4/2022 00:15:00,9.7,63799,351,16.5,11,853,1,35538,
23/4/2022 00:30:00,9.8,64584,352,16.2,11,853,1,35612,
23/4/2022 00:45:00,10,65369,353,16,10,853,1,35892,
23/4/2022 01:00:00,10.1,66154,353,15.7,10,853,1,36348,
23/4/2022 01:15:00,10.2,67411,354,15.5,10,853,1,37261,
23/4/2022 01:30:00,10.4,69140,356,15.3,10,853,1,37615,
23/4/2022 01:45:00,10.6,70869,357,15,11,853,1,37488,
23/4/2022 02:00:00,10.8,72598,358,14.8,11,853,1,37317,
23/4/2022 02:15:00,10.8,69204,359,14.6,11,853,1.3,37469,
23/4/2022 02:30:00,10.7,60689,359,14.5,11,853,1.5,36723,
23/4/2022 02:45:00,10.6,52173,359,14.4,12,853,1.7,36765,
23/4/2022 03:00:00,10.5,43658,0,14.3,12,853,2.6,36944,
23/4/2022 03:15:00,10.2,37510,0,14.1,12,853,2.5,37478,
23/4/2022 03:30:00,9.9,33729,1,14,13,853,3.4,37667,
23/4/2022 03:45:00,9.6,29948,1,13.9,13,853,4.1,38096,
23/4/2022 04:00:00,9.3,26167,2,13.8,14,853,4.1,38632,
23/4/2022 04:15:00,8.7,22705,3,13.6,14,853,6.6,41715,
23/4/2022 04:30:00,7.9,19562,3,13.4,14,853,2.5,46242,
23/4/2022 04:45:00,7.1,16418,4,13.2,15,853,2.1,45946,
23/4/2022 05:00:00,6.3,13275,5,13,15,853,3.3,46027,
23/4/2022 05:15:00,5.4,10756,5,12.8,15,853,3.5,46067,
23/4/2022 05:30:00,4.3,8861,7,12.7,15,853,3.3,46134,
23/4/2022 05:45:00,3.2,6966,7,12.5,16,854,3.5,45998,
23/4/2022 06:00:00,2.1,5071,11,12.4,16,854,3.4,45959,
23/4/2022 06:15:00,1.2,4022,9,12.1,16,854,3.4,45654,
23/4/2022 06:30:00,0.7,3819,352,11.6,17,854,3.9,44363,
23/4/2022 06:45:00,0.5,3615,292,11.1,18,854,3.5,44112,
23/4/2022 07:00:00,0.9,3412,257,10.6,19,854,2.7,43897,
23/4/2022 07:15:00,1.3,3163,252,10.5,19,854,3.6,43753,
23/4/2022 07:30:00,1.3,2869,261,10.9,18,854,4.1,43493,
23/4/2022 07:45:00,1.4,2576,266,11.3,18,855,4.2,42952,
23/4/2022 08:00:00,1.5,2282,270,11.7,17,855,4,42926,
23/4/2022 08:15:00,1.6,2141,274,12.1,17,855,4,42938,
23/4/2022 08:30:00,1.6,2153,277,12.5,16,855,4,42938,
23/4/2022 08:45:00,1.7,2165,280,13,16,855,4,42938,
23/4/2022 09:00:00,1.7,2177,283,13.4,15,855,4,42938,
23/4/2022 09:15:00,1.7,2292,283,13.9,15,855,4,42938,
23/4/2022 09:30:00,1.8,2509,286,14.4,15,855,4,42708,
23/4/2022 09:45:00,1.8,2727,289,14.9,14,855,4,42708,
23/4/2022 10:00:00,1.8,2944,292,15.4,14,855,4,42708,
23/4/2022 10:15:00,1.9,3511,291,15.8,14,855,4,42708,
23/4/2022 10:30:00,2.1,4427,287,16.3,14,855,4,42708,
23/4/2022 10:45:00,2.3,5344,283,16.8,13,855,4,42708,
23/4/2022 11:00:00,2.4,6260,279,17.3,13,855,4,42708,
23/4/2022 11:15:00,2.6,7166,279,17.7,13,855,4,42708,
23/4/2022 11:30:00,2.8,8062,280,18.1,13,855,4,42708,
23/4/2022 11:45:00,3,8957,279,18.6,12,855,4,42708,
23/4/2022 12:00:00,3.3,9853,281,19,12,855,4,42940,
23/4/2022 12:15:00,3.4,10685,280,19.4,12,855,4,42856,
23/4/2022 12:30:00,3.5,11453,280,19.8,11,855,4.4,41748,
23/4/2022 12:45:00,3.6,12220,281,20.2,11,854,4.7,37462,
23/4/2022 13:00:00,3.7,12988,281,20.6,10,854,4.7,34712,
23/4/2022 13:15:00,3.8,14735,279,21,10,854,4.8,32255,
23/4/2022 13:30:00,4.2,17462,277,21.4,10,854,4.5,30913,
23/4/2022 13:45:00,4.6,20188,275,21.7,9,854,4.4,29823,
23/4/2022 14:00:00,5,22915,273,22.1,9,854,4.3,29622,
23/4/2022 14:15:00,5.3,25979,271,22.4,9,854,4.2,28965,
23/4/2022 14:30:00,5.6,29382,269,22.6,9,854,2.2,28277,
23/4/2022 14:45:00,5.9,32784,267,22.7,8,853,3.2,26070,
23/4/2022 15:00:00,6.2,36187,264,22.9,8,853,2.5,25261,
23/4/2022 15:15:00,6.4,38606,263,23.1,8,853,3.6,24352,
23/4/2022 15:30:00,6.4,40043,261,23.2,8,853,1.5,25520,
23/4/2022 15:45:00,6.5,41479,260,23.3,9,853,2.2,26032,
23/4/2022 16:00:00,6.5,42916,259,23.4,9,853,1.6,27024,
23/4/2022 16:15:00,6.6,45009,255,23.5,9,853,1.9,25150,
23/4/2022 16:30:00,6.7,47758,250,23.6,9,853,1.5,25924,
23/4/2022 16:45:00,6.9,50508,245,23.7,9,852,2.1,25534,
23/4/2022 17:00:00,7.1,53257,241,23.8,9,852,1.5,26838,
23/4/2022 17:15:00,7.5,56562,238,23.7,9,852,1.7,26693,
23/4/2022 17:30:00,7.9,60421,235,23.5,9,852,1.2,27807,
23/4/2022 17:45:00,8.2,64280,233,23.2,10,852,1.1,27230,
23/4/2022 18:00:00,8.7,68139,232,23,10,852,1.1,25691,
23/4/2022 18:15:00,8.8,70588,235,22.9,10,852,1.7,26450,
23/4/2022 18:30:00,8.8,71626,243,22.8,10,852,2,28366,
23/4/2022 18:45:00,8.8,72663,251,22.8,10,853,2,27621,
23/4/2022 19:00:00,9.1,73701,259,22.7,10,853,1,26037,
23/4/2022 19:15:00,9.3,73055,262,22.6,10,853,1,26130,
23/4/2022 19:30:00,9.2,70725,262,22.4,10,853,1.3,24670,
23/4/2022 19:45:00,9.1,68395,262,22.3,11,853,1.6,24262,
23/4/2022 20:00:00,9,66065,263,22.1,11,853,1.2,27307,
23/4/2022 20:15:00,8.5,61549,265,21.8,11,853,1.7,26640,
23/4/2022 20:30:00,7.8,54847,270,21.4,12,853,1.3,26461,
23/4/2022 20:45:00,7.1,48144,276,21.1,12,854,1.8,26869,
23/4/2022 21:00:00,6.6,41442,283,20.7,13,854,2.2,30161,
23/4/2022 21:15:00,6.3,38876,295,20.4,13,854,2.2,31391,
23/4/2022 21:30:00,6.3,40446,308,20.1,14,854,1.8,32211,
23/4/2022 21:45:00,6.8,42016,321,19.8,14,855,1.4,32363,
23/4/2022 22:00:00,7.5,43586,331,19.5,15,855,1.1,32597,
23/4/2022 22:15:00,8.2,45483,337,19.2,15,855,1.1,32743,
23/4/2022 22:30:00,8.5,47706,339,18.9,15,855,1.1,32886,
23/4/2022 22:45:00,8.7,49929,340,18.7,16,855,1.1,33474,
23/4/2022 23:00:00,9.1,52152,341,18.4,16,855,1.1,33816,
23/4/2022 23:15:00,9.3,52752,343,18.2,16,855,1.1,33976,
23/4/2022 23:30:00,9.3,51729,345,17.9,17,855,1.1,34075,
23/4/2022 23:45:00,9.3,50707,347,17.7,17,856,1.1,34110,
24/4/2022 00:00:00,9.5,58828,349,17.3,16,855,1,34076,
24/4/2022 00:15:00,9.4,55478,350,17.1,16,855,1,34127,
24/4/2022 00:30:00,9.3,52508,351,16.8,16,855,1,34405,
24/4/2022 00:45:00,9.2,49538,352,16.5,16,855,1,34421,
24/4/2022 01:00:00,9.1,46568,353,16.2,16,855,1,34420,
24/4/2022 01:15:00,9,43544,354,16,16,855,1.3,35305,
24/4/2022 01:30:00,8.8,40466,353,15.7,17,855,1.2,36345,
24/4/2022 01:45:00,8.7,37389,353,15.5,17,855,1.6,36768,
24/4/2022 02:00:00,8.5,34311,353,15.2,18,855,2.5,37918,
24/4/2022 02:15:00,8.1,30061,354,14.9,18,855,2.4,39122,
24/4/2022 02:30:00,7.4,24638,355,14.5,19,855,3.3,43086,
24/4/2022 02:45:00,6.8,19215,357,14,19,855,1.5,46586,
24/4/2022 03:00:00,6.2,13792,0,13.6,20,855,1.2,47098,
24/4/2022 03:15:00,5.3,10487,3,13.2,20,855,1,46996,
24/4/2022 03:30:00,4.1,9300,8,12.8,21,855,1,46238,
24/4/2022 03:45:00,3.1,8114,17,12.4,22,855,1,45849,
24/4/2022 04:00:00,2.2,6927,34,12,23,855,1,46296,
24/4/2022 04:15:00,1.7,6359,54,11.7,23,855,1,47794,
24/4/2022 04:30:00,1.8,6409,74,11.5,23,855,1.1,48448,
24/4/2022 04:45:00,1.9,6459,90,11.2,24,855,1.1,48463,
24/4/2022 05:00:00,2.2,6509,100,11,24,855,1.1,48173,
24/4/2022 05:15:00,2.4,6684,105,10.8,24,855,1,47160,
24/4/2022 05:30:00,2.4,6984,102,10.6,24,855,1,46168,
24/4/2022 05:45:00,2.4,7285,99,10.4,25,855,1,45682,
24/4/2022 06:00:00,2.4,7585,97,10.2,25,855,1,45585,
24/4/2022 06:15:00,2.5,7953,95,10.1,25,855,1,45486,
24/4/2022 06:30:00,2.6,8388,94,10,25,855,1,45625,
24/4/2022 06:45:00,2.8,8824,92,9.9,25,855,1,45465,
24/4/2022 07:00:00,2.9,9259,92,9.8,25,855,1,44301,
24/4/2022 07:15:00,3.2,9493,92,9.9,25,855,1,42757,
24/4/2022 07:30:00,3.5,9524,92,10.3,24,855,1,43051,
24/4/2022 07:45:00,3.9,9556,90,10.7,24,855,1,43231,
24/4/2022 08:00:00,4.2,9587,90,11.1,23,855,1,43624,
24/4/2022 08:15:00,4.5,10389,90,11.7,23,855,1,43268,
24/4/2022 08:30:00,4.7,11961,90,12.4,22,855,1,43025,
24/4/2022 08:45:00,4.9,13533,90,13.1,21,855,1,42784,
24/4/2022 09:00:00,5.1,15105,90,13.8,20,855,1,44260,
24/4/2022 09:15:00,5.1,15959,91,14.5,19,855,1,44873,
24/4/2022 09:30:00,5,16095,92,15.2,18,855,1.1,45502,
24/4/2022 09:45:00,4.8,16230,95,15.8,17,855,1,45610,
24/4/2022 10:00:00,4.7,16366,96,16.5,16,855,1,45737,
24/4/2022 10:15:00,4.6,16035,99,17.1,16,855,1.1,46036,
24/4/2022 10:30:00,4.4,15237,103,17.7,15,855,1,46770,
24/4/2022 10:45:00,4.3,14439,106,18.2,14,855,1,47388,
24/4/2022 11:00:00,4.2,13641,111,18.8,13,855,1,48421,
24/4/2022 11:15:00,4,12813,115,19.3,13,855,1.1,49411,
24/4/2022 11:30:00,3.6,11954,122,19.8,13,855,1.2,50369,
24/4/2022 11:45:00,3.4,11095,127,20.2,13,854,3,52144,
24/4/2022 12:00:00,3.1,10236,135,20.7,13,854,3.7,53701,
24/4/2022 12:15:00,2.9,9749,144,21.1,13,854,4.7,54674,
24/4/2022 12:30:00,2.6,9632,155,21.5,13,854,4.7,52652,
24/4/2022 12:45:00,2.5,9515,166,21.8,12,853,5.4,49598,
24/4/2022 13:00:00,2.5,9398,180,22.2,12,853,5.3,44566,
24/4/2022 13:15:00,2.5,10078,192,22.5,12,853,3.6,40132,
24/4/2022 13:30:00,2.5,11557,206,22.8,12,853,2.2,37860,
24/4/2022 13:45:00,2.8,13035,221,23.1,11,852,2.5,37230,
24/4/2022 14:00:00,3.1,14514,230,23.4,11,852,2.3,37530,
24/4/2022 14:15:00,3.5,16697,237,23.6,11,852,1.6,35256,
24/4/2022 14:30:00,3.7,19586,239,23.9,11,852,2.3,35749,
24/4/2022 14:45:00,3.9,22475,243,24.1,10,851,2.8,34863,
24/4/2022 15:00:00,4.2,25364,245,24.4,10,851,2.6,34413,
24/4/2022 15:15:00,4.5,28832,245,24.6,10,851,2.4,34727,
24/4/2022 15:30:00,4.8,32881,246,24.7,10,851,2.2,33332,
24/4/2022 15:45:00,5.1,36930,245,24.9,9,850,2.3,33416,
24/4/2022 16:00:00,5.4,40979,246,25,9,850,2.2,32873,
24/4/2022 16:15:00,5.8,46142,247,25.1,9,850,4.5,32721,
24/4/2022 16:30:00,6.2,52420,248,25.2,9,850,5.2,33285,
24/4/2022 16:45:00,6.7,58699,250,25.3,9,849,4.3,33620,
24/4/2022 17:00:00,7.2,64977,251,25.4,9,849,5.6,33579,
24/4/2022 17:15:00,7.5,69433,252,25.4,9,849,4.4,33547,
24/4/2022 17:30:00,7.6,72067,253,25.3,9,849,4.6,33562,
24/4/2022 17:45:00,7.9,74701,254,25.2,9,849,3,34153,
24/4/2022 18:00:00,8.1,77335,255,25.1,9,849,1.2,33631,
24/4/2022 18:15:00,8.3,78922,255,24.9,9,849,1.1,34318,
24/4/2022 18:30:00,8.4,79463,256,24.8,9,849,1.1,32970,
24/4/2022 18:45:00,8.5,80003,257,24.6,9,849,1.1,33618,
24/4/2022 19:00:00,8.7,80544,258,24.5,9,849,1,32536,
24/4/2022 19:15:00,8.9,81375,256,24.3,9,849,1,33081,
24/4/2022 19:30:00,9,82496,252,24.1,9,849,1,32025,
24/4/2022 19:45:00,9.3,83617,248,23.8,10,849,1.1,32138,
24/4/2022 20:00:00,9.6,84738,244,23.6,10,849,1,31132,
24/4/2022 20:15:00,9.8,86132,242,23.3,10,849,1,30850,
24/4/2022 20:30:00,10.2,87800,241,23,11,849,1,31381,
24/4/2022 20:45:00,10.5,89467,241,22.7,11,849,1,31301,
24/4/2022 21:00:00,10.8,91135,240,22.4,12,849,1,31298,
24/4/2022 21:15:00,10.9,90301,242,22.1,12,849,1,31337,
24/4/2022 21:30:00,10.7,86964,245,21.9,12,849,1,31658,
24/4/2022 21:45:00,10.5,83627,248,21.8,12,850,1,31867,
24/4/2022 22:00:00,10.4,80290,252,21.6,12,850,1,32118,
24/4/2022 22:15:00,10.3,77569,254,21.4,12,850,1,32407,
24/4/2022 22:30:00,10.2,75465,256,21.1,13,850,1,32591,
24/4/2022 22:45:00,10,73361,258,20.9,13,850,1,32674,
24/4/2022 23:00:00,10,71257,260,20.6,14,850,1,33010,
24/4/2022 23:15:00,10,70904,262,20.4,14,850,1,34458,
24/4/2022 23:30:00,10.2,72302,265,20.2,14,850,1,34870,
24/4/2022 23:45:00,10.5,73701,268,20.1,15,850,1,34242,
25/4/2022 00:00:00,11.3,95067,271,19.7,16,850,1.4,38586,
25/4/2022 00:15:00,11,87991,273,19.5,16,850,2.3,36730,
25/4/2022 00:30:00,10.5,79478,274,19.2,16,850,2.9,36384,
25/4/2022 00:45:00,10.1,70966,276,19,17,850,4,37977,
25/4/2022 01:00:00,9.7,62453,277,18.7,17,850,3.9,38226,
25/4/2022 01:15:00,9.2,54970,276,18.4,17,850,3.8,38400,
25/4/2022 01:30:00,8.7,48517,271,18,18,850,4,38197,
25/4/2022 01:45:00,8.3,42064,267,17.7,18,850,3.9,38039,
25/4/2022 02:00:00,7.9,35611,262,17.3,19,850,4.2,37865,
25/4/2022 02:15:00,7.7,31882,257,16.9,19,850,4.3,38923,
25/4/2022 02:30:00,7.7,30877,255,16.6,20,850,5,41820,
25/4/2022 02:45:00,7.7,29872,252,16.2,20,850,1.1,41254,
25/4/2022 03:00:00,7.7,28867,249,15.9,21,850,1.1,41681,
25/4/2022 03:15:00,7.3,27346,253,15.6,21,850,1,41688,
25/4/2022 03:30:00,6.7,25311,264,15.4,21,850,1.1,40578,
25/4/2022 03:45:00,6.4,23275,275,15.2,22,851,1.1,41183,
25/4/2022 04:00:00,6.5,21240,289,15,22,851,1,41393,
25/4/2022 04:15:00,5.6,21401,305,14.6,24,851,1,39976,
25/4/2022 04:30:00,4.3,23758,336,14.1,27,851,1,39899,
25/4/2022 04:45:00,4.7,26115,12,13.5,31,851,1,40350,
25/4/2022 05:00:00,6.6,28472,36,13,34,851,2.9,39793,
25/4/2022 05:15:00,7.8,30109,43,12.5,38,851,2.9,39651,
25/4/2022 05:30:00,8.1,31024,42,12.1,42,851,3.6,39811,
25/4/2022 05:45:00,8.2,31939,41,11.8,45,852,3.6,39879,
25/4/2022 06:00:00,8.5,32854,40,11.4,49,852,3.6,40211,
25/4/2022 06:15:00,8.3,32169,41,11.1,52,852,3.6,39918,
25/4/2022 06:30:00,7.7,29883,42,10.9,53,852,3.4,40114,
25/4/2022 06:45:00,7.3,27596,44,10.7,54,853,4.4,39735,
25/4/2022 07:00:00,6.7,25310,47,10.5,55,853,4.4,39734,
25/4/2022 07:15:00,6.4,24128,48,10.5,55,853,2.1,39850,
25/4/2022 07:30:00,6.4,24051,49,10.6,54,853,1,40831,
25/4/2022 07:45:00,6.5,23974,49,10.7,54,853,1,40023,
25/4/2022 08:00:00,6.4,23897,50,10.8,53,853,1,41041,
25/4/2022 08:15:00,6.3,24510,51,11,52,853,1,41261,
25/4/2022 08:30:00,6,25814,55,11.5,51,853,1,41318,
25/4/2022 08:45:00,5.6,27117,59,11.9,49,854,1,42623,
25/4/2022 09:00:00,5.4,28421,63,12.4,48,854,1,43987,
25/4/2022 09:15:00,5.2,30255,70,12.9,46,854,1,43582,
25/4/2022 09:30:00,5.1,32619,78,13.6,43,854,2.7,43608,
25/4/2022 09:45:00,5.1,34983,84,14.3,40,854,1.8,42966,
25/4/2022 10:00:00,5.2,37347,91,15,37,854,1.1,42570,
25/4/2022 10:15:00,5.5,41219,95,15.6,35,854,1.1,42664,
25/4/2022 10:30:00,6,46599,96,16.1,32,854,1.1,42733,
25/4/2022 10:45:00,6.5,51979,96,16.7,30,854,1.1,42419,
25/4/2022 11:00:00,7,57359,97,17.2,27,854,1.1,42279,
25/4/2022 11:15:00,7.7,64269,97,17.7,26,854,1.1,41731,
25/4/2022 11:30:00,8.3,72708,99,18,25,854,1.1,42338,
25/4/2022 11:45:00,8.9,81147,100,18.3,24,854,1.2,41743,
25/4/2022 12:00:00,9.6,89586,101,18.6,23,854,1.1,42620,
25/4/2022 12:15:00,10,95693,102,18.9,22,854,1.2,42947,
25/4/2022 12:30:00,10.3,99469,103,19.2,21,854,1.2,43007,
25/4/2022 12:45:00,10.6,103246,104,19.5,21,853,1.2,42546,
25/4/2022 13:00:00,10.8,107022,104,19.8,20,853,1.2,42946,
25/4/2022 13:15:00,10.9,106562,105,20.1,20,853,1.2,43028,
25/4/2022 13:30:00,10.6,101865,105,20.4,20,853,1.2,43251,
25/4/2022 13:45:00,10.3,97168,106,20.7,20,853,1.2,43579,
25/4/2022 14:00:00,10,92471,106,21,20,853,1.2,43640,
25/4/2022 14:15:00,9.7,89433,107,21.2,20,853,1.2,43616,
25/4/2022 14:30:00,9.7,88055,108,21.4,19,853,1.2,43720,
25/4/2022 14:45:00,9.6,86678,109,21.7,19,852,1.2,43599,
25/4/2022 15:00:00,9.6,85300,110,21.9,18,852,1.1,43948,
25/4/2022 15:15:00,9.6,85938,110,22.1,18,852,1.2,43258,
25/4/2022 15:30:00,9.8,88592,110,22.2,17,852,1.2,43733,
25/4/2022 15:45:00,10,91245,109,22.3,17,852,1.2,43651,
25/4/2022 16:00:00,10.2,93899,108,22.4,16,852,1.2,43697,
25/4/2022 16:15:00,10.5,98096,107,22.4,16,852,1.3,44051,
25/4/2022 16:30:00,10.8,103835,105,22.3,15,852,1.2,43756,
25/4/2022 16:45:00,11.1,109574,103,22.2,15,851,1.2,43850,
25/4/2022 17:00:00,11.4,115313,101,22.1,14,851,1.2,43657,
25/4/2022 17:15:00,11.6,119303,99,21.9,14,851,1.1,43571,
25/4/2022 17:30:00,11.6,121544,98,21.7,14,851,1.2,44679,
25/4/2022 17:45:00,11.7,123785,96,21.4,14,851,1.2,44398,
25/4/2022 18:00:00,11.7,126026,95,21.2,14,851,1.1,44963,
25/4/2022 18:15:00,11.8,128022,94,21,14,851,1.1,44554,
25/4/2022 18:30:00,11.9,129772,94,20.7,14,851,1.1,44538,
25/4/2022 18:45:00,12,131522,95,20.4,15,852,1,44005,
25/4/2022 19:00:00,12.1,133272,95,20.1,15,852,1,43655,
25/4/2022 19:15:00,12.3,135147,94,19.7,15,852,1,42804,
25/4/2022 19:30:00,12.4,137146,92,19.4,15,852,1,41221,
25/4/2022 19:45:00,12.5,139146,90,19.1,15,853,1.1,40504,
25/4/2022 20:00:00,12.6,141145,88,18.8,15,853,1.1,40209,
25/4/2022 20:15:00,12.6,142504,86,18.4,15,853,1,40092,
25/4/2022 20:30:00,12.6,143221,83,18,15,853,1,39640,
25/4/2022 20:45:00,12.6,143938,80,17.6,15,853,1,39424,
25/4/2022 21:00:00,12.6,144655,77,17.2,15,853,1,39334,
25/4/2022 21:15:00,12.6,146269,75,16.9,15,853,1,39421,
25/4/2022 21:30:00,12.6,148780,75,16.6,15,853,1,39785,
25/4/2022 21:45:00,12.7,151292,74,16.4,16,854,1.1,39760,
25/4/2022 22:00:00,12.7,153803,74,16.1,16,854,1,39623,
25/4/2022 22:15:00,12.8,156312,74,15.9,16,854,1.1,39516,
25/4/2022 22:30:00,12.8,158817,75,15.7,16,854,1,39286,
25/4/2022 22:45:00,12.9,161323,76,15.5,15,854,1,39167,
25/4/2022 23:00:00,12.9,163828,77,15.3,15,854,1,39133,
25/4/2022 23:15:00,13,165606,78,15.1,15,854,1,39220,
25/4/2022 23:30:00,13.2,166655,78,14.9,15,854,1,39239,
25/4/2022 23:45:00,13.4,167704,79,14.8,15,854,1,39201,
26/4/2022 00:00:00,13.9,174174,86,14.7,17,854,2,39064,
26/4/2022 00:15:00,14.1,175349,86,14.5,17,854,3.1,39099,
26/4/2022 00:30:00,14.3,175875,85,14.3,17,854,3.1,39144,
26/4/2022 00:45:00,14.4,176400,84,14,16,853,3.4,39161,
26/4/2022 01:00:00,14.5,176926,83,13.8,16,853,3.4,39166,
26/4/2022 01:15:00,14.5,177293,82,13.6,16,853,3.4,39118,
26/4/2022 01:30:00,14.7,177501,82,13.4,16,853,3.4,39093,
26/4/2022 01:45:00,14.7,177709,81,13.2,15,853,4,39067,
26/4/2022 02:00:00,14.8,177917,81,13,15,853,4,39071,
26/4/2022 02:15:00,14.8,177950,80,12.8,15,853,4,39027,
26/4/2022 02:30:00,14.8,177809,81,12.7,16,853,4,39017,
26/4/2022 02:45:00,14.9,177667,81,12.5,17,852,4,39002,
26/4/2022 03:00:00,14.9,177526,81,12.4,18,852,4,38945,
26/4/2022 03:15:00,15,177638,81,12.2,18,852,4,38876,
